purchase_time,account_id,ip,product_id,amount,num_tickets,scalp_flag
2025-01-02T07:42:00+00:00,A0060,85.241.38.198,P009,46.52,1,0
2025-01-02T10:01:00+00:00,A0066,134.240.60.204,P008,59.05,1,0
2025-01-02T11:48:00+00:00,A0053,211.159.167.14,P007,81.56,1,0
2025-01-02T13:25:00+00:00,A0046,79.212.230.60,P007,72.65,1,0
2025-01-02T14:09:00+00:00,A0031,188.252.143.1,P002,43.75,1,0
2025-01-02T14:31:00+00:00,A0010,208.88.199.103,P018,53.91,1,0
2025-01-02T14:47:00+00:00,A0085,66.230.207.45,P003,55.76,1,0
2025-01-02T15:13:00+00:00,A0031,222.37.138.130,P018,51.57,1,0
2025-01-02T17:06:00+00:00,A0086,250.214.199.122,P004,108.28,1,0
2025-01-02T18:10:00+00:00,A0022,124.186.139.187,P004,34.8,1,0
2025-01-02T18:41:00+00:00,A0028,244.89.106.149,P010,65.24,1,0
2025-01-02T20:24:00+00:00,A0050,192.150.117.33,P010,72.64,1,0
2025-01-02T21:09:00+00:00,A0094,71.212.247.230,P009,57.5,1,0
2025-01-02T21:40:00+00:00,A0002,228.10.175.250,P000,33.38,1,0
2025-01-02T22:40:00+00:00,A0078,232.117.178.113,P016,55.66,1,0
2025-01-02T23:23:00+00:00,A0019,190.163.183.1,P009,69.48,1,0
2025-01-02T23:45:00+00:00,A0057,179.143.53.206,P004,20.58,1,0
2025-01-03T01:03:00+00:00,A0054,206.226.38.198,P003,40.78,1,0
2025-01-03T01:15:00+00:00,A0002,105.237.81.248,P013,51.07,1,0
2025-01-03T01:58:00+00:00,A0091,164.202.74.166,P004,46.43,1,0
2025-01-03T02:10:00+00:00,A0013,179.240.64.219,P010,75.46,1,0
2025-01-03T03:09:00+00:00,A0043,137.98.203.140,P002,45.27,1,0
2025-01-03T03:20:00+00:00,A0020,95.106.66.113,P014,14.8,1,0
2025-01-03T03:46:00+00:00,A0013,93.192.179.192,P011,97.74,1,0
2025-01-03T03:46:00+00:00,A0001,76.40.34.12,P013,85.97,1,0
2025-01-03T05:37:00+00:00,A0097,43.143.245.29,P002,54.48,1,0
2025-01-03T05:41:00+00:00,A0099,173.230.81.207,P013,36.03,1,0
2025-01-03T06:01:00+00:00,A0025,187.139.147.68,P017,52.7,1,0
2025-01-03T06:13:00+00:00,A0015,21.133.47.183,P006,17.7,1,0
2025-01-03T08:54:00+00:00,A0005,122.71.106.119,P007,77.14,1,0
2025-01-03T09:01:00+00:00,A0006,240.118.220.211,P019,39.24,1,0
2025-01-03T09:18:00+00:00,A0006,173.208.241.130,P018,62.8,1,1
2025-01-03T09:24:00+00:00,A0097,10.42.134.222,P005,47.17,1,1
2025-01-03T10:17:00+00:00,A0017,238.177.169.63,P008,18.55,1,0
2025-01-03T14:38:00+00:00,A0085,159.97.234.247,P005,53.57,1,0
2025-01-03T15:10:00+00:00,A0048,61.158.137.114,P002,40.68,1,0
2025-01-03T15:57:00+00:00,A0069,118.16.211.209,P011,54.07,1,0
2025-01-03T16:26:00+00:00,A0048,196.113.2.190,P009,52.83,1,0
2025-01-03T16:55:00+00:00,A0021,236.172.53.114,P013,88.06,1,0
2025-01-03T17:08:00+00:00,A0081,145.137.110.114,P007,70.5,1,0
2025-01-03T18:33:00+00:00,A0017,70.108.64.197,P011,4.49,1,0
2025-01-03T19:04:00+00:00,A0007,187.165.121.95,P011,29.75,1,0
2025-01-03T19:34:00+00:00,A0092,100.134.100.238,P003,39.43,1,0
2025-01-03T19:59:00+00:00,A0073,77.121.225.21,P000,70.95,1,0
2025-01-03T20:37:00+00:00,A0040,112.176.138.213,P013,179.16,1,0
2025-01-03T20:55:00+00:00,A0090,15.174.209.98,P007,39.41,1,0
2025-01-03T21:48:00+00:00,A0019,210.26.85.14,P018,48.18,1,0
2025-01-03T21:56:00+00:00,A0036,207.22.30.212,P018,21.16,1,0
2025-01-04T02:56:00+00:00,A0057,229.114.245.3,P014,22.63,1,0
2025-01-04T03:15:00+00:00,A0030,89.246.248.144,P008,52.23,1,0
2025-01-04T03:55:00+00:00,A0078,211.222.175.94,P014,60.13,1,0
2025-01-04T03:58:00+00:00,A0057,98.48.97.22,P012,106.99,1,0
2025-01-04T03:58:00+00:00,A0081,186.97.33.129,P015,67.86,1,0
2025-01-04T05:25:00+00:00,A0024,128.82.239.243,P014,36.87,1,0
2025-01-04T05:32:00+00:00,A0023,58.37.61.108,P000,62.58,1,0
2025-01-04T05:53:00+00:00,A0022,94.185.203.104,P009,29.39,1,0
2025-01-04T06:06:00+00:00,A0086,101.60.18.90,P000,34.45,1,0
2025-01-04T06:56:00+00:00,A0037,184.46.190.116,P018,28.96,1,0
2025-01-04T07:51:00+00:00,A0043,197.94.33.245,P001,66.84,1,0
2025-01-04T08:29:00+00:00,A0094,90.46.163.32,P011,40.97,1,0
2025-01-04T08:48:00+00:00,A0032,3.156.218.202,P003,84.12,1,0
2025-01-04T11:15:00+00:00,A0074,216.93.171.5,P010,23.06,1,0
2025-01-04T12:36:00+00:00,A0049,110.88.125.89,P011,212.12,1,0
2025-01-04T14:36:00+00:00,A0081,114.68.244.43,P008,30.33,1,0
2025-01-04T14:43:00+00:00,A0066,216.219.126.221,P012,72.18,1,0
2025-01-04T14:56:00+00:00,A0094,240.2.43.167,P010,126.63,1,0
2025-01-04T15:15:00+00:00,A0023,12.4.129.43,P018,43.98,1,1
2025-01-04T15:47:00+00:00,A0050,135.220.41.187,P003,43.45,1,0
2025-01-04T16:26:00+00:00,A0093,115.79.161.212,P012,41.14,1,0
2025-01-04T16:43:00+00:00,A0021,2.160.211.181,P010,43.91,1,0
2025-01-04T17:03:00+00:00,A0014,33.191.59.105,P003,11.58,1,0
2025-01-04T17:53:00+00:00,A0093,162.152.250.251,P016,50.79,1,0
2025-01-04T17:59:00+00:00,A0022,183.12.101.69,P006,10.52,1,0
2025-01-04T19:28:00+00:00,A0076,172.162.83.94,P004,53.4,1,0
2025-01-04T21:13:00+00:00,A0067,42.205.108.133,P004,68.65,1,0
2025-01-04T21:21:00+00:00,A0092,111.139.139.114,P017,7.85,1,0
2025-01-04T21:51:00+00:00,A0009,53.90.220.136,P015,62.89,1,0
2025-01-04T21:54:00+00:00,A0078,187.11.154.209,P007,67.21,1,0
2025-01-04T22:36:00+00:00,A0080,78.62.137.46,P001,45.47,1,0
2025-01-04T22:54:00+00:00,A0001,240.66.177.222,P001,27.65,1,0
2025-01-04T23:24:00+00:00,A0052,9.195.162.4,P019,51.76,1,0
2025-01-04T23:25:00+00:00,A0036,139.78.202.58,P018,79.57,1,0
2025-01-05T00:26:00+00:00,A0030,224.139.157.16,P008,50.22,1,0
2025-01-05T00:44:00+00:00,A0009,94.248.238.238,P019,23.79,1,0
2025-01-05T01:00:00+00:00,A0036,76.29.5.45,P006,64.6,1,1
2025-01-05T01:26:00+00:00,A0066,97.95.61.212,P002,54.63,1,0
2025-01-05T01:34:00+00:00,A0003,8.64.166.70,P012,59.5,1,0
2025-01-05T05:00:00+00:00,A0002,13.94.233.133,P010,70.87,1,0
2025-01-05T06:19:00+00:00,A0047,19.39.11.201,P009,63.11,1,0
2025-01-05T06:37:00+00:00,A0019,168.225.187.210,P006,70.48,1,0
2025-01-05T08:54:00+00:00,A0068,146.236.78.82,P011,45.82,1,0
2025-01-05T09:11:00+00:00,A0007,51.5.127.92,P018,54.71,1,0
2025-01-05T09:45:00+00:00,A0073,29.77.233.40,P007,37.68,1,0
2025-01-05T10:05:00+00:00,A0067,159.210.196.228,P014,13.43,1,0
2025-01-05T10:23:00+00:00,A0031,134.33.117.156,P000,78.51,1,0
2025-01-05T10:49:00+00:00,A0094,27.41.228.254,P012,78.44,1,0
2025-01-05T12:13:00+00:00,A0005,243.15.99.125,P001,9.84,1,0
2025-01-05T12:18:00+00:00,A0005,254.94.144.46,P010,53.99,1,0
2025-01-05T13:07:00+00:00,A0050,148.35.206.227,P012,70.49,1,0
2025-01-05T13:48:00+00:00,A0062,176.130.172.168,P007,15.0,1,0
2025-01-05T13:51:00+00:00,A0097,37.163.106.240,P007,59.06,1,0
2025-01-05T14:04:00+00:00,A0055,157.204.201.164,P005,38.91,1,0
2025-01-05T14:41:00+00:00,A0050,239.252.171.220,P002,47.4,1,0
2025-01-05T15:03:00+00:00,A0054,107.159.59.86,P019,50.65,1,0
2025-01-05T15:34:00+00:00,A0054,217.68.8.171,P013,58.71,1,0
2025-01-05T16:07:00+00:00,A0076,22.229.113.244,P009,61.04,1,0
2025-01-05T16:14:00+00:00,A0038,86.230.105.217,P012,1.0,1,0
2025-01-05T17:33:00+00:00,A0062,150.103.100.18,P016,43.65,1,1
2025-01-05T18:03:00+00:00,A0075,209.159.38.153,P009,70.54,1,0
2025-01-05T18:32:00+00:00,A0094,101.217.38.18,P011,48.9,1,0
2025-01-05T19:18:00+00:00,A0047,193.12.65.214,P018,29.66,1,0
2025-01-05T20:50:00+00:00,A0008,39.66.2.250,P000,15.62,1,0
2025-01-05T21:43:00+00:00,A0082,234.107.175.79,P010,75.87,1,0
2025-01-05T22:54:00+00:00,A0024,235.47.124.47,P018,49.33,1,0
2025-01-05T23:23:00+00:00,A0057,19.139.70.254,P019,33.97,1,0
2025-01-05T23:39:00+00:00,A0006,104.200.146.129,P013,25.44,1,0
2025-01-06T00:01:00+00:00,A0012,54.80.42.44,P019,13.94,1,0
2025-01-06T00:50:00+00:00,A0036,152.134.90.22,P014,32.58,1,0
2025-01-06T03:13:00+00:00,A0042,200.160.251.28,P010,54.91,1,0
2025-01-06T03:19:00+00:00,A0027,212.53.97.21,P001,54.31,1,0
2025-01-06T03:37:00+00:00,A0060,7.237.99.117,P017,25.95,1,0
2025-01-06T05:30:00+00:00,A0044,8.56.89.6,P016,53.29,1,0
2025-01-06T05:51:00+00:00,A0028,11.65.201.246,P018,45.28,1,0
2025-01-06T05:56:00+00:00,A0088,210.178.103.40,P016,54.77,1,0
2025-01-06T08:29:00+00:00,A0062,139.12.143.48,P013,65.93,1,0
2025-01-06T09:13:00+00:00,A0073,131.254.19.133,P015,52.09,1,0
2025-01-06T10:05:00+00:00,A0045,182.33.93.156,P014,65.4,1,0
2025-01-06T10:13:00+00:00,A0095,105.114.250.223,P013,81.5,1,0
2025-01-06T10:18:00+00:00,A0045,118.160.128.229,P009,38.79,1,0
2025-01-06T10:44:00+00:00,A0074,68.47.151.226,P013,91.73,1,0
2025-01-06T10:57:00+00:00,A0099,139.219.18.198,P017,33.87,1,0
2025-01-06T12:02:00+00:00,A0096,178.100.224.203,P000,171.9,1,0
2025-01-06T12:02:00+00:00,A0002,138.117.237.69,P001,57.84,1,0
2025-01-06T12:47:00+00:00,A0082,249.115.200.249,P016,39.38,1,0
2025-01-06T14:03:00+00:00,A0031,165.188.42.64,P007,36.68,1,0
2025-01-06T14:37:00+00:00,A0006,164.121.83.67,P005,21.9,1,1
2025-01-06T16:19:00+00:00,A0070,181.235.156.202,P016,27.78,1,0
2025-01-06T16:47:00+00:00,A0066,91.93.195.156,P012,24.71,1,0
2025-01-06T17:50:00+00:00,A0031,198.25.123.216,P007,49.8,1,0
2025-01-06T18:31:00+00:00,A0010,140.6.248.36,P015,124.6,1,0
2025-01-06T20:18:00+00:00,A0075,190.168.68.128,P012,50.29,1,0
2025-01-06T20:44:00+00:00,A0046,166.5.211.152,P015,48.6,1,0
2025-01-06T21:32:00+00:00,A0064,134.43.45.119,P016,61.3,1,0
2025-01-06T22:41:00+00:00,A0086,182.49.228.35,P010,40.44,1,0
2025-01-06T22:43:00+00:00,A0099,37.191.45.9,P007,155.83,1,0
2025-01-06T23:43:00+00:00,A0035,150.213.102.139,P002,40.75,1,0
2025-01-06T23:46:00+00:00,A0021,119.208.61.98,P011,55.89,1,0
2025-01-07T00:20:00+00:00,A0054,159.168.193.6,P013,88.33,1,0
2025-01-07T01:04:00+00:00,A0088,8.177.252.104,P013,30.11,1,0
2025-01-07T01:50:00+00:00,A0098,8.174.39.164,P007,52.05,1,0
2025-01-07T02:06:00+00:00,A0095,46.16.249.89,P010,25.51,1,0
2025-01-07T02:11:00+00:00,A0053,141.101.219.33,P004,57.33,1,0
2025-01-07T02:42:00+00:00,A0080,139.98.11.32,P015,13.8,1,0
2025-01-07T04:49:00+00:00,A0070,179.113.124.6,P002,21.06,1,0
2025-01-07T05:31:00+00:00,A0013,70.154.168.10,P013,57.59,1,0
2025-01-07T06:25:00+00:00,A0029,165.143.99.236,P003,234.0,1,0
2025-01-07T07:38:00+00:00,A0088,133.252.230.133,P009,43.16,1,0
2025-01-07T08:19:00+00:00,A0018,32.180.22.248,P007,101.84,1,0
2025-01-07T10:59:00+00:00,A0078,120.196.27.46,P006,49.31,1,0
2025-01-07T11:08:00+00:00,A0044,185.151.203.224,P017,58.41,1,0
2025-01-07T11:38:00+00:00,A0019,237.37.178.159,P013,53.17,1,0
2025-01-07T12:31:00+00:00,A0042,92.156.87.136,P017,48.09,1,0
2025-01-07T13:21:00+00:00,A0045,125.64.205.34,P008,59.36,1,0
2025-01-07T15:54:00+00:00,A0083,185.130.144.29,P019,52.64,1,0
2025-01-07T16:13:00+00:00,A0084,187.102.102.91,P008,65.69,1,0
2025-01-07T16:31:00+00:00,A0060,81.100.226.34,P012,13.84,1,0
2025-01-07T20:54:00+00:00,A0023,37.45.102.190,P007,15.71,1,0
2025-01-07T21:28:00+00:00,A0070,91.239.97.64,P005,44.41,1,0
2025-01-07T21:40:00+00:00,A0050,110.5.155.17,P007,65.93,1,0
2025-01-07T23:15:00+00:00,A0036,140.246.73.133,P004,59.93,1,0
2025-01-07T23:42:00+00:00,A0051,35.205.89.187,P017,59.79,1,0
2025-01-08T00:02:00+00:00,A0033,26.230.74.195,P018,52.15,1,0
2025-01-08T00:42:00+00:00,A0003,103.223.81.85,P019,61.1,1,0
2025-01-08T03:03:00+00:00,A0095,55.37.91.69,P008,51.35,1,0
2025-01-08T03:11:00+00:00,A0017,116.83.141.226,P000,94.13,1,0
2025-01-08T03:36:00+00:00,A0000,124.38.195.222,P001,71.37,1,0
2025-01-08T04:54:00+00:00,A0019,135.86.196.106,P012,42.44,1,0
2025-01-08T06:23:00+00:00,A0048,81.64.50.163,P011,42.97,1,0
2025-01-08T06:40:00+00:00,A0020,238.86.99.233,P003,56.38,1,0
2025-01-08T08:42:00+00:00,A0053,93.70.176.197,P016,43.36,1,0
2025-01-08T10:01:00+00:00,A0059,185.159.11.201,P004,100.29,1,0
2025-01-08T10:41:00+00:00,A0032,227.139.164.23,P000,42.71,1,0
2025-01-08T11:50:00+00:00,A0009,131.192.222.62,P015,64.63,1,0
2025-01-08T13:41:00+00:00,A0067,91.65.40.223,P013,54.49,1,0
2025-01-08T14:16:00+00:00,A0096,8.34.146.20,P005,33.81,1,0
2025-01-08T14:23:00+00:00,A0058,197.112.202.211,P018,39.57,1,0
2025-01-08T14:30:00+00:00,A0033,71.212.87.11,P004,61.58,1,0
2025-01-08T15:11:00+00:00,A0014,165.124.224.32,P011,123.82,1,0
2025-01-08T15:12:00+00:00,A0085,200.165.232.70,P009,35.23,1,0
2025-01-08T17:38:00+00:00,A0069,137.177.189.80,P013,28.45,1,0
2025-01-08T17:43:00+00:00,A0029,120.85.148.223,P014,56.7,1,0
2025-01-08T17:48:00+00:00,A0083,210.2.75.238,P010,175.13,1,0
2025-01-08T18:19:00+00:00,A0061,172.145.163.144,P013,186.75,1,0
2025-01-08T18:34:00+00:00,A0005,54.162.241.114,P014,50.35,1,0
2025-01-08T19:24:00+00:00,A0032,112.40.65.90,P012,90.22,1,0
2025-01-08T19:32:00+00:00,A0017,54.254.94.251,P012,31.38,1,0
2025-01-08T21:19:00+00:00,A0041,188.11.65.204,P007,53.46,1,0
2025-01-08T21:27:00+00:00,A0087,153.107.226.162,P000,50.28,1,0
2025-01-08T23:44:00+00:00,A0067,241.142.128.249,P000,39.21,1,0
2025-01-08T23:56:00+00:00,A0016,238.177.153.43,P015,62.1,1,0
2025-01-09T00:46:00+00:00,A0007,215.132.249.44,P019,40.88,1,0
2025-01-09T01:08:00+00:00,A0034,183.77.219.193,P003,41.32,1,0
2025-01-09T01:52:00+00:00,A0016,80.43.93.83,P013,208.95,1,1
2025-01-09T02:00:00+00:00,A0011,17.122.198.127,P012,50.23,1,0
2025-01-09T02:03:00+00:00,A0017,24.149.159.81,P008,20.29,1,0
2025-01-09T02:30:00+00:00,A0052,229.203.238.161,P001,51.72,1,0
2025-01-09T02:37:00+00:00,A0098,120.138.212.30,P019,54.69,1,0
2025-01-09T03:21:00+00:00,A0032,102.15.53.34,P014,93.72,1,0
2025-01-09T03:37:00+00:00,A0019,21.73.239.36,P006,28.45,1,0
2025-01-09T03:39:00+00:00,A0003,231.76.22.54,P011,104.35,1,0
2025-01-09T03:54:00+00:00,A0055,44.33.70.250,P011,31.95,1,0
2025-01-09T04:24:00+00:00,A0041,247.95.61.178,P001,33.88,1,0
2025-01-09T04:46:00+00:00,A0096,103.23.182.175,P004,181.84,1,1
2025-01-09T06:07:00+00:00,A0005,130.39.254.201,P006,48.91,1,0
2025-01-09T06:07:00+00:00,A0092,137.149.237.28,P006,48.31,1,0
2025-01-09T07:00:00+00:00,A0047,36.106.75.208,P005,70.68,1,0
2025-01-09T08:21:00+00:00,A0068,30.37.8.4,P014,54.93,1,0
2025-01-09T09:34:00+00:00,A0072,40.28.181.93,P013,6.02,1,0
2025-01-09T09:45:00+00:00,A0080,164.130.165.105,P008,59.55,1,0
2025-01-09T11:11:00+00:00,A0063,60.230.248.168,P010,45.71,1,0
2025-01-09T11:25:00+00:00,A0032,104.204.10.181,P018,144.98,1,1
2025-01-09T11:39:00+00:00,A0082,30.109.185.10,P000,52.54,1,0
2025-01-09T12:02:00+00:00,A0083,80.228.44.24,P011,87.72,1,0
2025-01-09T12:25:00+00:00,A0038,60.87.146.5,P000,74.7,1,0
2025-01-09T12:32:00+00:00,A0033,85.124.212.148,P003,55.54,1,0
2025-01-09T13:18:00+00:00,A0010,149.235.98.193,P006,63.95,1,0
2025-01-09T13:19:00+00:00,A0007,158.207.245.254,P015,18.39,1,0
2025-01-09T13:24:00+00:00,A0046,43.82.109.139,P000,74.05,1,0
2025-01-09T13:37:00+00:00,A0045,133.51.187.217,P001,68.55,1,0
2025-01-09T13:43:00+00:00,A0045,3.230.63.82,P014,75.55,1,0
2025-01-09T14:39:00+00:00,A0088,28.167.89.82,P006,1.0,1,0
2025-01-09T15:33:00+00:00,A0067,162.250.93.111,P008,40.14,1,0
2025-01-09T16:12:00+00:00,A0045,137.165.110.11,P016,75.82,1,0
2025-01-09T17:06:00+00:00,A0033,38.81.19.175,P000,55.58,1,0
2025-01-09T17:28:00+00:00,A0031,222.184.56.31,P004,59.92,1,0
2025-01-09T18:00:00+00:00,A0043,115.207.115.142,P019,58.1,1,0
2025-01-09T21:28:00+00:00,A0081,79.188.26.129,P017,58.39,1,0
2025-01-09T21:40:00+00:00,A0069,54.251.29.145,P001,50.23,1,0
2025-01-09T21:49:00+00:00,A0050,136.25.82.248,P009,5.61,1,0
2025-01-09T22:05:00+00:00,A0032,118.122.142.166,P000,69.99,1,0
2025-01-09T22:10:00+00:00,A0040,100.115.92.74,P010,103.82,1,0
2025-01-09T23:38:00+00:00,A0023,244.120.21.231,P000,323.6,1,0
2025-01-09T23:42:00+00:00,A0044,14.198.52.160,P013,79.59,1,0
2025-01-09T23:57:00+00:00,A0079,130.33.25.203,P009,46.23,1,0
2025-01-10T00:51:00+00:00,A0065,32.145.186.229,P017,46.47,1,0
2025-01-10T02:23:00+00:00,A0038,106.124.44.20,P009,64.99,1,0
2025-01-10T03:36:00+00:00,A0098,193.192.71.254,P006,49.26,1,0
2025-01-10T04:05:00+00:00,A0017,38.235.245.101,P000,6.27,1,0
2025-01-10T04:06:00+00:00,A0052,220.185.72.170,P017,74.19,1,0
2025-01-10T06:29:00+00:00,A0014,169.5.189.44,P013,30.04,1,0
2025-01-10T06:31:00+00:00,A0021,2.46.201.138,P003,100.64,1,0
2025-01-10T07:05:00+00:00,A0091,128.105.23.40,P001,142.93,1,0
2025-01-10T07:21:00+00:00,A0068,10.56.171.242,P005,45.23,1,0
2025-01-10T07:22:00+00:00,A0091,199.207.32.191,P008,42.91,1,1
2025-01-10T08:14:00+00:00,A0035,115.27.96.51,P019,36.02,1,0
2025-01-10T08:28:00+00:00,A0005,192.189.30.81,P004,44.53,1,0
2025-01-10T09:55:00+00:00,A0021,97.73.91.215,P000,39.66,1,0
2025-01-10T09:58:00+00:00,A0083,115.132.79.84,P012,17.82,1,0
2025-01-10T10:02:00+00:00,A0046,65.207.183.169,P007,49.1,1,0
2025-01-10T10:45:00+00:00,A0054,251.100.171.52,P015,16.8,1,0
2025-01-10T11:17:00+00:00,A0085,156.178.83.211,P017,66.67,1,0
2025-01-10T11:19:00+00:00,A0091,54.188.193.194,P006,61.77,1,0
2025-01-10T11:24:00+00:00,A0069,192.219.188.164,P005,55.62,1,0
2025-01-10T12:44:00+00:00,A0001,55.184.46.207,P006,61.52,1,0
2025-01-10T12:53:00+00:00,A0049,218.128.166.111,P017,55.81,1,0
2025-01-10T13:16:00+00:00,A0047,228.180.145.75,P007,110.27,1,0
2025-01-10T13:51:00+00:00,A0066,229.163.113.238,P011,21.17,1,0
2025-01-10T14:24:00+00:00,A0089,205.102.230.64,P015,35.1,1,0
2025-01-10T14:33:00+00:00,A0029,86.208.153.9,P004,3.46,1,0
2025-01-10T15:39:00+00:00,A0062,77.31.52.196,P010,165.49,1,0
2025-01-10T15:47:00+00:00,A0042,69.86.147.31,P015,92.14,1,0
2025-01-10T15:59:00+00:00,A0060,35.196.95.216,P001,86.44,1,0
2025-01-10T16:43:00+00:00,A0054,67.164.132.29,P015,29.63,1,0
2025-01-10T18:31:00+00:00,A0014,170.87.8.160,P011,30.84,1,0
2025-01-10T19:45:00+00:00,A0023,88.50.216.131,P004,30.34,1,0
2025-01-10T20:02:00+00:00,A0025,122.177.117.109,P002,47.41,1,0
2025-01-10T22:52:00+00:00,A0060,125.222.81.77,P016,30.57,1,0
2025-01-10T22:57:00+00:00,A0029,218.58.63.109,P002,302.25,1,0
2025-01-10T23:05:00+00:00,A0011,109.112.19.44,P003,66.38,1,0
2025-01-10T23:44:00+00:00,A0064,241.205.102.149,P009,60.82,1,0
2025-01-10T23:57:00+00:00,A0063,237.154.138.49,P014,51.79,1,0
2025-01-11T01:03:00+00:00,A0021,189.210.106.124,P001,28.88,1,0
2025-01-11T01:35:00+00:00,A0002,206.127.133.228,P005,46.91,1,0
2025-01-11T02:04:00+00:00,A0090,229.132.45.253,P010,34.52,1,0
2025-01-11T02:18:00+00:00,A0036,182.48.47.166,P003,63.24,1,0
2025-01-11T04:00:00+00:00,A0007,41.48.167.252,P008,41.34,1,0
2025-01-11T05:22:00+00:00,A0016,97.134.21.50,P004,31.85,1,0
2025-01-11T05:39:00+00:00,A0014,1.42.56.214,P016,54.23,1,1
2025-01-11T05:39:00+00:00,A0081,46.52.239.125,P013,86.33,1,0
2025-01-11T06:24:00+00:00,A0042,129.71.203.161,P001,131.42,1,0
2025-01-11T06:27:00+00:00,A0015,125.101.115.237,P010,66.96,1,0
2025-01-11T07:23:00+00:00,A0079,52.193.142.173,P018,54.6,1,0
2025-01-11T07:26:00+00:00,A0056,214.3.1.52,P005,35.96,1,0
2025-01-11T09:06:00+00:00,A0003,123.60.173.63,P009,71.81,1,0
2025-01-11T09:08:00+00:00,A0057,176.65.116.172,P002,6.15,1,0
2025-01-11T09:27:00+00:00,A0081,43.216.177.192,P017,61.06,1,0
2025-01-11T09:55:00+00:00,A0050,88.85.81.78,P007,59.69,1,0
2025-01-11T10:15:00+00:00,A0033,213.21.13.232,P016,80.43,1,0
2025-01-11T10:31:00+00:00,A0030,232.209.58.252,P001,86.4,1,0
2025-01-11T12:56:00+00:00,A0088,86.62.154.11,P009,181.63,1,0
2025-01-11T13:20:00+00:00,A0093,133.44.58.198,P015,78.72,1,0
2025-01-11T13:48:00+00:00,A0097,253.147.238.249,P007,45.7,1,0
2025-01-11T14:53:00+00:00,A0020,91.110.48.33,P010,196.1,1,0
2025-01-11T15:23:00+00:00,A0000,127.9.249.215,P012,162.74,1,0
2025-01-11T15:44:00+00:00,A0064,195.57.229.206,P008,39.16,1,0
